index,true_class,pred_class,confidence,correct,votes
81035,grayhole,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81036,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81037,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81038,grayhole,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81039,grayhole,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81040,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81041,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81042,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81043,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81044,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81045,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81046,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81047,injection,injection,0.6666666666666666,True,"{'grayhole': 1.0, 'injection': 2.0}"
81048,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81049,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81050,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81051,high_StNum,poisoned,0.375,False,"{'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 1.0}"
81052,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81053,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81054,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81055,high_StNum,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 2.0}"
81056,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81057,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
81058,injection,injection,0.5,True,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81059,random_replay,poisoned,0.375,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 1.0}"
81060,injection,injection,0.6666666666666666,True,"{'grayhole': 1.0, 'injection': 2.0}"
81061,normal,injection,0.4,False,"{'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81062,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81063,high_StNum,injection,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
81064,random_replay,injection,0.3333333333333333,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81065,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81066,high_StNum,injection,0.3,False,"{'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
81067,masquerade_fake_fault,injection,0.6,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0}"
81068,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
81069,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81070,grayhole,injection,0.3333333333333333,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81071,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81072,normal,injection,0.3333333333333333,False,"{'injection': 2.0, 'poisoned': 2.0, 'random': 2.0}"
81073,random_replay,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81074,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81075,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81076,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
81077,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 3.0}"
81078,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81079,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81080,high_StNum,injection,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
81081,normal,injection,0.3333333333333333,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81082,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81083,high_StNum,poisoned,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
81084,injection,injection,0.6666666666666666,True,"{'injection': 2.0, 'poisoned': 1.0}"
81085,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81086,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81087,injection,injection,0.3333333333333333,True,"{'grayhole': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81088,grayhole,injection,0.25,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
81089,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81090,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81091,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
81092,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
81093,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
81094,normal,injection,0.3333333333333333,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81095,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81096,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
81097,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
81098,random_replay,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81099,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81100,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81101,random_replay,injection,0.4,False,"{'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81102,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81103,normal,poisoned,0.375,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
81104,random_replay,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81105,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81106,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
81107,injection,injection,0.42857142857142855,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81108,normal,injection,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
81109,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81110,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81111,normal,poisoned,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
81112,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81113,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
81114,high_StNum,poisoned,0.36363636363636365,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 1.0}"
81115,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81116,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81117,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81118,inverse_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81119,inverse_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
81120,inverse_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81121,inverse_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
81122,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81123,normal,injection,0.42857142857142855,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81124,inverse_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81125,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81126,inverse_replay,injection,1.0,False,{'injection': 2.0}
81127,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81128,inverse_replay,injection,1.0,False,{'injection': 2.0}
81129,inverse_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81130,inverse_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81131,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81132,inverse_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81133,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81134,inverse_replay,injection,1.0,False,{'injection': 2.0}
81135,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81136,inverse_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81137,inverse_replay,injection,1.0,False,{'injection': 2.0}
81138,inverse_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 2.0}"
81139,inverse_replay,injection,1.0,False,{'injection': 2.0}
81140,inverse_replay,injection,1.0,False,{'injection': 2.0}
81141,inverse_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
81142,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81143,inverse_replay,injection,1.0,False,{'injection': 2.0}
81144,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81145,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81146,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81147,inverse_replay,injection,1.0,False,{'injection': 2.0}
81148,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 2.0}"
81149,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81150,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81151,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81152,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81153,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81154,poisoned_high_rate,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81155,random_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81156,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81157,random_replay,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81158,random_replay,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81159,injection,grayhole,0.25,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81160,random_replay,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81161,injection,injection,0.3,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
81162,normal,injection,0.25,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81163,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81164,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81165,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 3.0}"
81166,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81167,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
81168,random_replay,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81169,normal,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81170,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81171,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81172,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81173,injection,injection,0.6666666666666666,True,"{'injection': 2.0, 'poisoned': 1.0}"
81174,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81175,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81176,normal,injection,0.25,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
81177,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81178,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81179,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81180,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81181,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81182,random_replay,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81183,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81184,normal,injection,0.2857142857142857,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81185,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81186,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81187,random_replay,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81188,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81189,high_StNum,poisoned,0.36363636363636365,False,"{'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 1.0}"
81190,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81191,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81192,masquerade_fake_normal,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81193,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81194,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81195,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81196,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81197,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
81198,injection,injection,0.6,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81199,normal,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81200,random_replay,injection,0.5,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81201,masquerade_fake_normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81202,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81203,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81204,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81205,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81206,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81207,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81208,poisoned_high_rate,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81209,masquerade_fake_fault,injection,0.6,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0}"
81210,high_StNum,poisoned,0.25,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 3.0}"
81211,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
81212,injection,injection,0.5,True,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81213,normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81214,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81215,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81216,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81217,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81218,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81219,injection,injection,0.3333333333333333,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
81220,high_StNum,poisoned,0.4,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 1.0}"
81221,injection,injection,0.5,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81222,injection,injection,0.375,True,"{'grayhole': 2.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
81223,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 2.0}"
81224,normal,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81225,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81226,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81227,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81228,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
81229,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81230,injection,injection,0.375,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
81231,high_StNum,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81232,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81233,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81234,grayhole,poisoned,0.375,False,"{'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
81235,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81236,injection,injection,0.5,True,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81237,high_StNum,poisoned,0.36363636363636365,False,"{'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 1.0}"
81238,masquerade_fake_fault,injection,0.6,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0}"
81239,injection,injection,0.25,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 2.0}"
81240,normal,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
81241,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81242,normal,poisoned,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 3.0}"
81243,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81244,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81245,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81246,high_StNum,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
81247,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81248,high_StNum,high,0.25,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
81249,high_StNum,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81250,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
81251,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81252,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
81253,injection,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
81254,poisoned_high_rate,injection,0.5,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
81255,masquerade_fake_fault,injection,0.42857142857142855,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0, 'random': 2.0}"
81256,grayhole,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81257,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81258,grayhole,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81259,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81260,grayhole,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81261,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81262,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
81263,grayhole,injection,0.375,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0}"
81264,normal,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
81265,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
81266,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81267,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81268,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81269,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81270,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81271,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81272,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81273,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81274,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
81275,high_StNum,poisoned,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
